budget,genres,id,keywords,original_language,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,vote_average
40000000,"[{""id"": 35, ""name"": ""Comedy""}]",82687,"[{""id"": 1436, ""name"": ""inventor""}, {""id"": 7312, ""name"": ""road trip""}, {""id"": 33720, ""name"": ""guilt""}, {""id"": 157499, ""name"": ""mother son relationship""}, {""id"": 187056, ""name"": ""woman director""}]",en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Skydance Productions"", ""id"": 6277}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012/12/19,41863726,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,5.4
61000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",82695,"[{""id"": 254, ""name"": ""france""}, {""id"": 642, ""name"": ""robbery""}, {""id"": 1411, ""name"": ""brothel""}, {""id"": 1919, ""name"": ""mayor""}, {""id"": 3412, ""name"": ""star""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 5638, ""name"": ""arrest""}, {""id"": 6092, ""name"": ""army""}, {""id"": 11196, ""name"": ""rebellion""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 13072, ""name"": ""falling in love""}, {""id"": 13092, ""name"": ""corpse""}, {""id"": 15232, ""name"": ""parole""}, {""id"": 15234, ""name"": ""convict""}, {""id"": 186951, ""name"": ""girl disguised as boy""}]",en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""CAMERON MACKINTOSH"", ""id"": 7923}, {""name"": ""Working Title Films"", ""id"": 10163}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012/12/18,441809770,157,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,7.1
12516654,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",126319,"[{""id"": 2161, ""name"": ""mouse""}, {""id"": 4048, ""name"": ""musician""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 10360, ""name"": ""prejudice""}, {""id"": 10468, ""name"": ""bear""}]",fr,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""La Parti Productions"", ""id"": 2675}, {""name"": ""Les Armateurs"", ""id"": 6973}, {""name"": ""Melusine Productions"", ""id"": 13351}, {""name"": ""Maybe Movies"", ""id"": 27350}, {""name"": ""Gkids"", ""id"": 32853}]","[{""iso_3166_1"": ""BE"", ""name"": ""Belgium""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""LU"", ""name"": ""Luxembourg""}]",2012/12/12,8109160,78,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,7.6
250000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",49051,"[{""id"": 483, ""name"": ""riddle""}, {""id"": 603, ""name"": ""elves""}, {""id"": 604, ""name"": ""dwarves""}, {""id"": 606, ""name"": ""orcs""}, {""id"": 609, ""name"": ""middle-earth (tolkien)""}, {""id"": 611, ""name"": ""hobbit""}, {""id"": 1262, ""name"": ""mountains""}, {""id"": 177912, ""name"": ""wizard""}, {""id"": 189092, ""name"": ""journey""}, {""id"": 189093, ""name"": ""ring""}, {""id"": 189094, ""name"": ""goblin""}, {""id"": 189098, ""name"": ""courage""}, {""id"": 189099, ""name"": ""giant""}, {""id"": 189102, ""name"": ""tunnel""}, {""id"": 189103, ""name"": ""underground lake""}, {""id"": 189108, ""name"": ""buried treasure""}, {""id"": 189114, ""name"": ""climbing a tree""}, {""id"": 189115, ""name"": ""invisibility""}, {""id"": 189119, ""name"": ""ancient""}, {""id"": 191739, ""name"": ""gnomes""}]",en,"[{""name"": ""WingNut Films"", ""id"": 11}, {""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Warner Bros. Pictures"", ""id"": 174}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012/11/26,1021103568,169,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,7
145000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",81188,"[{""id"": 1566, ""name"": ""dream""}, {""id"": 1991, ""name"": ""santa claus""}, {""id"": 3030, ""name"": ""nightmare""}, {""id"": 9923, ""name"": ""easter bunny""}, {""id"": 33597, ""name"": ""tooth fairy""}, {""id"": 41581, ""name"": ""jack frost""}, {""id"": 41584, ""name"": ""sandman""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,"[{""name"": ""DreamWorks Animation"", ""id"": 521}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012/11/21,306941670,97,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,7.1
120000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",87827,"[{""id"": 270, ""name"": ""ocean""}, {""id"": 2580, ""name"": ""shipwreck""}, {""id"": 4096, ""name"": ""hindu""}, {""id"": 4809, ""name"": ""tiger""}, {""id"": 6150, ""name"": ""faith""}, {""id"": 12971, ""name"": ""zookeeper""}, {""id"": 18068, ""name"": ""teenage boy""}, {""id"": 158022, ""name"": ""cargo ship""}, {""id"": 163000, ""name"": ""lifeboat""}, {""id"": 163014, ""name"": ""injured animal""}]",en,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Ingenious Media"", ""id"": 290}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Big Screen Productions"", ""id"": 10893}, {""name"": ""Haishang Films"", ""id"": 13480}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""TW"", ""name"": ""Taiwan""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2012/11/20,609016565,127,"[{""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""ta"", ""name"": ""\u0ba4\u0bae\u0bbf\u0bb4\u0bcd""}]",Released,7.2
120000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",50620,"[{""id"": 3133, ""name"": ""vampire""}, {""id"": 9840, ""name"": ""romance""}, {""id"": 9990, ""name"": ""villainess""}, {""id"": 160184, ""name"": ""super strength""}, {""id"": 185616, ""name"": ""imprinting""}, {""id"": 185628, ""name"": ""cross breed""}, {""id"": 185629, ""name"": ""bloodsucker""}, {""id"": 185632, ""name"": ""grudge""}, {""id"": 185633, ""name"": ""vampire vs vampire""}, {""id"": 185644, ""name"": ""chief of police""}, {""id"": 185645, ""name"": ""dhampir""}, {""id"": 185648, ""name"": ""forks washington""}, {""id"": 185653, ""name"": ""wolf pack""}, {""id"": 185655, ""name"": ""misinformation""}, {""id"": 185668, ""name"": ""seeing the future""}, {""id"": 231407, ""name"": ""fang vamp""}]",en,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Sunswept Entertainment"", ""id"": 5219}, {""name"": ""Temple Hill Entertainment"", ""id"": 12292}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012/11/13,829000000,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,6.1
65000000,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]",72976,"[{""id"": 840, ""name"": ""usa president""}, {""id"": 6001, ""name"": ""speech""}, {""id"": 10141, ""name"": ""battlefield""}, {""id"": 155294, ""name"": ""family conflict""}, {""id"": 159103, ""name"": ""mourning""}, {""id"": 179585, ""name"": ""american civil war""}, {""id"": 185718, ""name"": ""cultural conflict""}, {""id"": 185722, ""name"": ""based on true events""}, {""id"": 185723, ""name"": ""battle of gettysburg""}, {""id"": 185728, ""name"": ""secession""}, {""id"": 185730, ""name"": ""presidential cabinet""}, {""id"": 185733, ""name"": ""gettysburg address""}, {""id"": 185736, ""name"": ""conflagration""}, {""id"": 185740, ""name"": ""ethical dilemma""}, {""id"": 185742, ""name"": ""emancipation""}, {""id"": 209409, ""name"": ""abraham lincoln""}]",en,"[{""name"": ""DreamWorks"", ""id"": 7}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""The Kennedy/Marshall Company"", ""id"": 862}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Reliance Entertainment"", ""id"": 7294}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012/11/9,275293450,149,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,6.7
12000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",97614,"[{""id"": 9104, ""name"": ""partner""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10562, ""name"": ""on the run""}, {""id"": 10718, ""name"": ""fugitive""}, {""id"": 14536, ""name"": ""crime""}, {""id"": 18035, ""name"": ""family""}, {""id"": 156064, ""name"": ""homecoming""}, {""id"": 159707, ""name"": ""crime gone awry""}, {""id"": 193305, ""name"": ""dishonesty""}, {""id"": 193546, ""name"": ""siblings relations""}, {""id"": 206687, ""name"": ""chases and races""}, {""id"": 206701, ""name"": ""criminal heroes""}, {""id"": 206718, ""name"": ""cons and scams""}, {""id"": 207112, ""name"": ""murderous pair""}]",en,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Mutual Film Company"", ""id"": 762}, {""name"": ""2929 Productions"", ""id"": 846}, {""name"": ""Magnolia Pictures"", ""id"": 1030}, {""name"": ""Madhouse Entertainment"", ""id"": 12199}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012/11/8,66351,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,5.6
31000000,"[{""id"": 18, ""name"": ""Drama""}]",87502,"[{""id"": 718, ""name"": ""confession""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 11314, ""name"": ""f word""}, {""id"": 11461, ""name"": ""hangover""}, {""id"": 12617, ""name"": ""airplane crash""}, {""id"": 41308, ""name"": ""syringe""}, {""id"": 41596, ""name"": ""denial""}, {""id"": 158436, ""name"": ""porn actress""}, {""id"": 185950, ""name"": ""jesus freak""}, {""id"": 185952, ""name"": ""baseball stadium""}, {""id"": 185953, ""name"": ""perjury""}, {""id"": 185954, ""name"": ""national transportation safety board""}, {""id"": 185957, ""name"": ""flying upside down""}, {""id"": 185959, ""name"": ""narcissist""}, {""id"": 185969, ""name"": ""relapse""}, {""id"": 185974, ""name"": ""substance abuse""}]",en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Parkes/MacDonald Productions"", ""id"": 11084}, {""name"": ""ImageMovers"", ""id"": 11395}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012/11/2,161772375,138,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,6.5
15000000,"[{""id"": 28, ""name"": ""Action""}]",97430,"[{""id"": 1318, ""name"": ""blacksmith""}, {""id"": 1411, ""name"": ""brothel""}, {""id"": 9016, ""name"": ""femme fatale""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15036, ""name"": ""ancient china""}, {""id"": 166735, ""name"": ""crossbow""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 185795, ""name"": ""lens flare""}, {""id"": 209094, ""name"": ""feudality""}]",en,"[{""name"": ""Arcade Pictures"", ""id"": 11112}, {""name"": ""Iron Fists"", ""id"": 11113}]","[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012/11/2,15608545,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,5.2
165000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",82690,"[{""id"": 825, ""name"": ""support group""}, {""id"": 3977, ""name"": ""product placement""}, {""id"": 6733, ""name"": ""bullying""}, {""id"": 10039, ""name"": ""racing""}, {""id"": 10547, ""name"": ""arcade""}, {""id"": 11124, ""name"": ""medal""}, {""id"": 155023, ""name"": ""self esteem""}, {""id"": 158023, ""name"": ""curiosity""}, {""id"": 162936, ""name"": ""precocious child""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 185859, ""name"": ""first person shooter""}, {""id"": 185861, ""name"": ""glitch""}, {""id"": 185863, ""name"": ""carefree""}, {""id"": 185867, ""name"": ""video gamer""}, {""id"": 185868, ""name"": ""q*bert""}, {""id"": 185876, ""name"": ""interrupted wedding""}, {""id"": 185880, ""name"": ""social reject""}]",en,"[{""name"": ""Walt Disney Animation Studios"", ""id"": 6125}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012/11/1,471222889,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,7.1
225000,"[{""id"": 10769, ""name"": ""Foreign""}, {""id"": 99, ""name"": ""Documentary""}]",139948,"[{""id"": 933, ""name"": ""michigan""}, {""id"": 6711, ""name"": ""crisis""}, {""id"": 10715, ""name"": ""fire fighting""}, {""id"": 18021, ""name"": ""detroit""}, {""id"": 187056, ""name"": ""woman director""}]",en,"[{""name"": ""Apostle Productions"", ""id"": 23648}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012/11/1,111300,86,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,6.9
102000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",83542,"[{""id"": 402, ""name"": ""clone""}, {""id"": 2964, ""name"": ""future""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 159753, ""name"": ""ensemble cast""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 184584, ""name"": ""century""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 214548, ""name"": ""1930s""}]",en,"[{""name"": ""Anarchos Productions"", ""id"": 450}, {""name"": ""X-Filme Creative Pool"", ""id"": 1972}, {""name"": ""Ascension Pictures"", ""id"": 7829}, {""name"": ""ARD Degeto Film"", ""id"": 10947}, {""name"": ""Cloud Atlas Productions"", ""id"": 11080}, {""name"": ""Five Drops"", ""id"": 11082}, {""name"": ""Media Asia Group"", ""id"": 11083}, {""name"": ""Dreams of Dragon Picture"", ""id"": 19621}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""SG"", ""name"": ""Singapore""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012/10/26,130482868,172,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,6.6
200000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",37724,"[{""id"": 470, ""name"": ""spy""}, {""id"": 4289, ""name"": ""secret agent""}, {""id"": 9740, ""name"": ""sociopath""}, {""id"": 15127, ""name"": ""killer""}, {""id"": 15478, ""name"": ""art gallery""}, {""id"": 156095, ""name"": ""british secret service""}, {""id"": 156345, ""name"": ""istanbul turkey""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 159932, ""name"": ""uzi""}, {""id"": 163841, ""name"": ""booby trap""}, {""id"": 185071, ""name"": ""impersonating a police officer""}, {""id"": 185077, ""name"": ""macao""}]",en,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012/10/25,1108561013,143,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,6.9
14000000,"[{""id"": 35, ""name"": ""Comedy""}]",82679,"[{""id"": 3335, ""name"": ""halloween""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 161552, ""name"": ""little brother""}, {""id"": 180193, ""name"": ""trick or treating""}, {""id"": 188987, ""name"": ""boyfriend girlfriend relationship""}]",en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""Anonymous Content"", ""id"": 10039}, {""name"": ""Fake Empire"", ""id"": 13204}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012/10/25,11417362,87,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,5.5
45000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",94348,"[{""id"": 185994, ""name"": ""ex military""}]",en,"[{""name"": ""Summit Entertainment"", ""id"": 491}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012/10/18,30353232,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,5.1
5000000,"[{""id"": 27, ""name"": ""Horror""}]",82990,"[{""id"": 2101, ""name"": ""garage""}, {""id"": 3350, ""name"": ""poltergeist""}, {""id"": 6435, ""name"": ""webcam""}, {""id"": 7942, ""name"": ""imaginary friend""}, {""id"": 14558, ""name"": ""bathtub""}, {""id"": 18056, ""name"": ""tricycle""}, {""id"": 163053, ""name"": ""found footage""}, {""id"": 171081, ""name"": ""laptop computer""}, {""id"": 177185, ""name"": ""videotape""}, {""id"": 177201, ""name"": ""evil child""}, {""id"": 177398, ""name"": ""levitation""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 183896, ""name"": ""neighbor neighbor relationship""}, {""id"": 185927, ""name"": ""adopted child""}]",en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""Room 101"", ""id"": 6302}, {""name"": ""Solana Films"", ""id"": 21223}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012/10/17,142817992,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,5.2
44500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",68734,"[{""id"": 591, ""name"": ""cia""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 1937, ""name"": ""document""}, {""id"": 2020, ""name"": ""revolution""}, {""id"": 2430, ""name"": ""hiding place""}, {""id"": 2519, ""name"": ""canadian""}, {""id"": 2562, ""name"": ""press conference""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 15292, ""name"": ""hanged man""}, {""id"": 34061, ""name"": ""american abroad""}, {""id"": 159306, ""name"": ""crane""}, {""id"": 159514, ""name"": ""subtitled scene""}, {""id"": 161996, ""name"": ""movie poster""}, {""id"": 165340, ""name"": ""based on article""}, {""id"": 185677, ""name"": ""extraction""}, {""id"": 185684, ""name"": ""iran hostage crisis""}, {""id"": 185686, ""name"": ""sweatshop""}, {""id"": 185692, ""name"": ""intelligence agent""}, {""id"": 185699, ""name"": ""film studio""}, {""id"": 185702, ""name"": ""langley virginia""}, {""id"": 208289, ""name"": ""1980s""}]",en,"[{""name"": ""GK Films"", ""id"": 3281}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Smokehouse Pictures"", ""id"": 22695}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012/10/11,232324128,120,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fa"", ""name"": ""\u0641\u0627\u0631\u0633\u06cc""}]",Released,7.1
7000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 14, ""name"": ""Fantasy""}]",164372,[],ru,"[{""name"": ""Bazelevs Production"", ""id"": 1038}]","[{""iso_3166_1"": ""RU"", ""name"": ""Russia""}]",2012/10/11,12400000,76,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,5.1
20000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",61012,"[{""id"": 11322, ""name"": ""female protagonist""}, {""id"": 12446, ""name"": ""another dimension""}, {""id"": 41645, ""name"": ""based on video game""}, {""id"": 157690, ""name"": ""mall""}, {""id"": 177872, ""name"": ""occult ritual""}, {""id"": 177875, ""name"": ""dark carnival""}, {""id"": 177877, ""name"": ""occult torture""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 209714, ""name"": ""3d""}]",en,"[{""name"": ""Davis-Films"", ""id"": 342}, {""name"": ""Konami Corporation Ltd."", ""id"": 343}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2012/10/10,52302796,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,5
39000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",62214,"[{""id"": 367, ""name"": ""shyness""}, {""id"": 10121, ""name"": ""stop motion""}, {""id"": 12999, ""name"": ""black and white""}, {""id"": 13038, ""name"": ""retro""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 157164, ""name"": ""animal death""}, {""id"": 158395, ""name"": ""animal lover""}]",en,"[{""name"": ""Tim Burton Productions"", ""id"": 8601}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012/10/4,35287788,87,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,6.6
17000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",114150,"[{""id"": 271, ""name"": ""competition""}, {""id"": 1253, ""name"": ""roommate""}, {""id"": 3616, ""name"": ""college""}, {""id"": 5248, ""name"": ""female friendship""}, {""id"": 6027, ""name"": ""music""}, {""id"": 10079, ""name"": ""hazing""}, {""id"": 10556, ""name"": ""male female relationship""}, {""id"": 33928, ""name"": ""audition""}, {""id"": 155939, ""name"": ""group of friends""}, {""id"": 167768, ""name"": ""dorm room""}, {""id"": 177972, ""name"": ""bickering""}, {""id"": 186117, ""name"": ""dj""}, {""id"": 186120, ""name"": ""singing competition""}, {""id"": 186125, ""name"": ""film score""}, {""id"": 186136, ""name"": ""female musician""}, {""id"": 186147, ""name"": ""singing contest""}, {""id"": 206298, ""name"": ""young adult""}, {""id"": 209838, ""name"": ""acapella""}]",en,"[{""name"": ""Brownstone Productions"", ""id"": 12365}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012/9/28,115350426,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,7.3
45000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",82675,"[{""id"": 1930, ""name"": ""kidnapping""}, {""id"": 5733, ""name"": ""turkey""}, {""id"": 11148, ""name"": ""police chase""}, {""id"": 11464, ""name"": ""bag over head""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 18525, ""name"": ""fbi agent""}, {""id"": 155888, ""name"": ""teenage daughter""}, {""id"": 161994, ""name"": ""stealing a car""}, {""id"": 163758, ""name"": ""ex-husband ex-wife relationship""}, {""id"": 182045, ""name"": ""albanian""}, {""id"": 185815, ""name"": ""u.s. embassy""}, {""id"": 185817, ""name"": ""killed in an elevator""}, {""id"": 185818, ""name"": ""security guard killed""}]",en,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""M6 Films"", ""id"": 1115}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Grive Productions"", ""id"": 6877}, {""name"": ""EuropaCorp"", ""id"": 6896}, {""name"": ""Cin\u00e9+"", ""id"": 10611}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",2012/9/27,376141306,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""tr"", ""name"": ""T\u00fcrk\u00e7e""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}]",Released,6.1
30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",59967,"[{""id"": 236, ""name"": ""suicide""}, {""id"": 782, ""name"": ""assassin""}, {""id"": 1803, ""name"": ""drug addiction""}, {""id"": 2964, ""name"": ""future""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 4948, ""name"": ""retirement""}, {""id"": 5202, ""name"": ""boy""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10291, ""name"": ""organized crime""}, {""id"": 10614, ""name"": ""tragedy""}, {""id"": 13129, ""name"": ""execution""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15009, ""name"": ""criminal""}, {""id"": 18179, ""name"": ""drug addict""}, {""id"": 177964, ""name"": ""contract killer""}, {""id"": 207268, ""name"": ""neo-noir""}]",en,"[{""name"": ""Endgame Entertainment"", ""id"": 1205}, {""name"": ""FilmDistrict"", ""id"": 7263}, {""name"": ""DMG Entertainment"", ""id"": 10289}, {""name"": ""Ram Bergman Productions"", ""id"": 11092}]","[{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012/9/26,47042000,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,6.6
15000000,"[{""id"": 18, ""name"": ""Drama""}]",133694,"[{""id"": 1415, ""name"": ""small town""}, {""id"": 3072, ""name"": ""campaign""}, {""id"": 10332, ""name"": ""salesman""}, {""id"": 17947, ""name"": ""farmland""}, {""id"": 194531, ""name"": ""natural gas""}, {""id"": 206044, ""name"": ""fracking""}]",en,"[{""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Imagenation Abu Dhabi FZ"", ""id"": 6736}, {""name"": ""Focus Features"", ""id"": 10146}, {""name"": ""Media Farm"", ""id"": 29311}, {""name"": ""Sunday Night"", ""id"": 29312}, {""name"": ""Pearl Street Films"", ""id"": 29313}]","[{""iso_3166_1"": ""AE"", ""name"": ""United Arab Emirates""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012/9/23,8138788,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,6
